,상품명,한달판매량
3151,제주감귤 4.5kg내외 2S-S,
3152,제주감귤 8kg내외 2S-S,
3153,제주감귤 2.5kg내외 M-L,
3154,제주감귤 4.5kg내외 M-L,
3155,제주감귤 8kg내외 M-L,
3156,[산지직송] 제주 돌담 가정용 황금향 2.5kg 중과 (9~12과내),
3157,[산지직송] 제주 돌담 가정용 황금향 2.5kg 소과 (13~16과내),
3158,[인정한과일] 시나노골드 사과 특대과 5kg (14-16과내),
3159,[인정한과일] 시나노골드 사과 대과 5kg (17-19과내),
3160,[인정한과일] 시나노골드 사과 특대과 10kg (27-32과내),
3161,[인정한과일] 시나노골드 사과 대과 10kg (33-39과내),
3162,[다농이네] 달달마토 스테비아 대추방울토마토 500g,268개 구매
3163,[다농이네] 달달마토 스테비아 대추방울토마토 500g * 2팩),791개 구매
3164,냉동 꾸지뽕 5kg,
3165,냉동 꾸지뽕 10kg,
3166,부여 알밤 2kg 대,
3167,부여 알밤 3kg 대,
3168,부여 알밤 4kg 대,
3169,부여 알밤 8kg 대,
3170,부여 알밤 2kg 중,
3171,부여 알밤 3kg 중,
3172,부여 알밤 4kg 중,
3173,부여 알밤 8kg 중,
3174,[산지직송][산들네] 23년 햇 껍질째 먹는 경북 세척사과 3kg 15과내,344개 구매
3175,[한경농협] 제주 조생감귤 9kg 중대과(L-2L),
3176,[한경농협] 제주 조생감귤 9kg 로얄과(S-M),15개 구매
3177,[한경농협] 제주 조생감귤 9kg 소과(2S),
3178,(민수팜) 망고향 가득 향긋한 샤인머스켓 2kg (3-4입),
3179,(민수팜)망고향 가득 향긋한 샤인머스켓 500g,
3180,(민수팜)망고향 가득 향긋한 샤인머스켓 1kg (1-2입),
3181,[경북청도] 씨없는 청도감 말랭이 50g내외×1봉,45개 구매
3182,[경북청도] 씨없는 청도감 말랭이 50g내외×30봉,11개 구매
3183,[경북청도] 씨없는 청도감 말랭이 50g내외×20봉,4(1건)
3184,[경북청도] 씨없는 청도감 말랭이 50g내외×15봉,
3185,[경북청도] 씨없는 청도감 말랭이 50g내외×10봉,
3186,[한경농협] 제주 조생감귤 4.5kg 중대과(L~2L),16개 구매
3187,[한경농협] 제주 조생감귤4.5kg 로얄과(S-M),80개 구매
3188,[한경농협] 제주 조생감귤 4.5kg 소과(2S),
3189,[생산자직송] 전북 순창 옥광밤 3kg(대),
3190,[생산자직송] 전북 순창 옥광밤 2kg(대),12개 구매
3191,[달콤한 꿀밤] 대표간식 약단밤 1kg x 2봉,
3192,[달콤한 꿀밤] 대표간식 약단밤 1kg x 3봉,
3193,[달콤한 꿀밤] 대표간식 약단밤 1kg x 5봉,
3194,알밤 옥광 2kg 대,
3195,2023년산 햇 약단밤 4kg,
3196,2023년산 햇 약단밤 3kg,5(1건)
3197,2023년산 햇 약단밤 2kg,30개 구매
3198,2023년산 햇 약단밤 1kg,240개 구매
3199,2023년산 햇 약단밤 500g,28개 구매
3200,하동 알밤 2kg-특,
3201,하동 알밤 3kg-특,3(1건)
3202,하동 알밤 5kg-특,
3203,명절선물 산지직송 사과배 혼합 선물세트 5kg (사과6과+배6과) 선물박스포장,23개 구매
3204,명절선물 산지직송 나주신고배 선물세트 4.5kg (10과내) 선물박스포장,
3205,명절선물 산지직송 나주신고배 선물세트 7.5kg (13과내) 선물박스포장,
3206,명절선물 산지직송 나주신고배 선물세트 7.5kg (10과내) 선물박스포장,
3207,[푸르젠] 경북 사과 3kg(중소과/12~15과),73개 구매
3208,[자연예서] 명품 나주 배 선물세트 7.5kg (13-14과),
3209,[자연예서] 명품 나주 배 선물세트 7.5kg (11-12과),
3210,[자연예서] 프리미엄 나주배 선물세트 7.5kg 과일선물,
3211,[자연예서] 명품 나주 배 선물세트 7.5kg (8-10과),
3212,[자연예서] 프리미엄 나주 배 선물세트 7.5kg (8-10과),
3213,[착한식탁]고소한 약단밤 1kg,
3214,[착한식탁]고소한 약단밤 2kg,
3215,[착한식탁]고소한 약단밤 3kg,
3216,샤인머스캣 특품 선물세트 2kg (2~3수) / 보자기포장,15개 구매
3217,샤인머스캣 특품 선물세트 2kg (2~3수) / 일반포장,
3218,[생활앤] 냉동 블루베리(페루산) 1.5kg x 3팩,
3219,[생활앤] 냉동 블루베리(페루산) 1.5kg x 2팩,
3220,[생활앤] 냉동 블루베리(페루산) 1.5kg x 1팩,
3221,대봉 감말랭이 400g,
3222,보은 대추칩 80gx5봉,
3223,보은 대추칩 80gx8봉,
3224,보은 대추칩 80gx10봉,
3225,보은 대추칩 80gx12봉,
3226,보은 대추칩 80gx15봉,
3227,[산지직송] 제주 황금향 3kg 8~13과 (왕특대/특대),
3228,[산지직송] 제주 황금향 5kg 13~22과 (왕특대/특대),
3229,[착한식탁]국내산 배 5kg 가정용 6-12과내외,11개 구매
3230,[착한식탁]국내산 배 15kg 가정용 18-30과내외,3.5(2건)
3231,달콤한 카라바오 망고 5kg 24입 소과 필리핀,
3232,달콤한 카라바오 망고 5kg 20입 중과 필리핀,
3233,달콤한 카라바오 망고 5kg 16입 대과 필리핀,11개 구매
3234,[푸르젠] 경북 사과 3kg(중대과/9~11과),70개 구매
3235,축복곶감 영동곶감 축복대봉15호 곶감 명절선물세트,
3236,축복곶감 정말큰 대봉명품24구 곶감 명절선물세트,
3237,[산지직송] 경북 청송 황하호농부님의 사과 10kg 33-39과내(대과),
3238,[착한식탁]국내산 배 7.5kg 가정용 9-15과내외,
3239,샤인머스캣 실속 2kg (4~6수),
3240,샤인머스캣 실속 1kg (2~3수),23개 구매
3241,월드_약단밤 1kg,
3242,월드_약단밤 1kg x 2,
3243,월드_약단밤 1kg x 3,
3244,월드_생율 1kg,
3245,월드_생율 1kg x 2,
3246,월드_생율 1kg x 3,
3247,명절선물 산지직송 사과배 혼합 선물세트 5kg (사과6과+배6과) 선물박스포장,
3248,명절선물 산지직송 나주신고배 선물세트 4.5kg (10과내) 선물박스포장,
3249,명절선물 산지직송 나주신고배 선물세트 7.5kg (13과내) 선물박스포장,
3250,명절선물 산지직송 나주신고배 선물세트 7.5kg (10과내) 선물박스포장,
3251,[설빙] 망고를 그대로얼린 프리미엄 망고스틱 60gX15개,
3252,[설빙] 망고를 그대로얼린 프리미엄 망고스틱 60gX20개,
3253,[설빙] 망고를 그대로얼린 프리미엄 망고스틱 60gX25개,
3254,[설빙] 망고를 그대로얼린 프리미엄 망고스틱 60gX30개,
3255,[설빙] 망고를 그대로얼린 프리미엄 망고스틱 60gX40개,
3256,[설빙] 망고를 그대로얼린 프리미엄 망고스틱 60gX50개,
3257,엄마애손 국내산 말린 모과 건재 1kg,
3258,고당도 샤인머스켓 2kg (3~4수),11개 구매
3259,냉동 블루베리 1kg(최상품),25개 구매
3260,냉동 블루베리 2kg(최상품),
3261,건오미자 300g,
3262,건오미자 500g,
3263,[청도本家] 청도반시 혼합 실속선물세트 (반건시60g내외 12과+감말랭이100g내외 4팩),
3264,[청도本家] 청도반시 실속 선물세트 (반건시60g내외 24과),
3265,[자연원] 허니복숭아 500g x 3팩,
3266,[자연원] 허니복숭아 500g x 2팩,
3267,[자연원] 허니복숭아 500g x 1팩,
3268,[산지직송] 정성담은 샤인머스켓 선물세트 2kg내외(3수 내외),15개 구매
3269,[산지직송] 정성담은 특선 과일혼합선물세트 5kg내외 [사과6과+나주배6과],
3270,"[산들네] 사과배 혼합 알뜰세트(3.3kg/사과4과,배4과)",24개 구매
3271,[9/11(월)부터순차출고][산들네] 사과배 혼합세트 1호 (사과 8과+배4과),
3272,깐밤 150g 소,65개 구매
3273,깐밤 150g 소 x 3팩,24개 구매
3274,깐밤 150g 소 x 4팩,
3275,깐밤 150g 대,52개 구매
3276,깐밤 150g 대 x 2팩,54개 구매
3277,깐밤 150g 대 x 3팩,13개 구매
3278,깐밤 150g 대 x 4팩,11개 구매
3279,제주100% 감귤 보석귤 초코에퐁당 화이트 35g,38개 구매
3280,제주100% 감귤 보석귤 초코에퐁당 다크 35g,10개 구매
3281,[탐라원] 바삭바삭 동결건조 과일칩 보석귤 파우치 25g,103개 구매
3282,[가락시장][칠레] 레몬 팬시 17kg내외 140과,
3283,냉동딸기 500g x 4봉,
3284,냉동딸기 500g x 6봉,
3285,냉동딸기 500g x 8봉,
3286,냉동딸기 500g x 10봉,
3287,냉동딸기 5kg-벌크,
3288,냉동딸기 10kg-벌크,
3289,[산지직송] 제주 황금향 선물세트(중) 5kg 27~30과,
3290,[산지직송] 제주 황금향 선물세트(대) 5kg 23~26과,
3291,[산지직송] 제주 황금향 선물세트(특대) 5kg 18~22과,
3292,[산지직송] 제주 황금향 선물세트(중) 3kg 17~19과,
3293,[산지직송] 제주 황금향 선물세트(특대) 3kg 11~13과,
3294,[산지직송] 제주 황금향 3kg 11~13과 (특대),
3295,[산지직송] 제주 황금향 5kg 18~22과 (특대),
3296,[자연예서] 샤인머스캣 4kg(5수) 씨없는 망고포도,
3297,[자연예서] 샤인머스캣 4kg(4수) 씨없는 망고포도,
3298,[자연예서] 샤인머스캣 2kg(3수) 씨없는 망고포도,
3299,[자연예서] 샤인머스캣 2kg(2수) 씨없는 망고포도,
3300,[자연예서] 샤인머스캣 2kg(4수) 씨없는 망고포도,
3301,초록들 국내산 깐밤 1kg,
3302,[맛다름]국내산 명품 샤인머스켓 2kg내외 3~4수(개당600g~650g내외),
3303,[가락시장 당일경매] 국내산 명품 샤인머스켓 4kg내외 4~5수(특S),
3304,(민수팜) 스테비아 고당도 건달마토 방울토마토 (500g * 4팩) 2kg,14개 구매
3305,(민수팜) 스테비아 고당도 건달마토 방울토마토 (500g *2 팩) 1kg,10개 구매
3306,[밤톨이약단밤] 영양간식 약단밤 1kg*2봉,400개 구매
3307,아이스 망고미트 500g×1봉,
3308,아이스 망고미트 500g×2봉,
3309,아이스 망고미트 500g×3봉,
3310,아이스 망고미트 500g×4봉,
3311,아이스 망고미트 500g×5봉,
3312,아이스 3종과일믹스 1kg×1봉,
3313,아이스 3종과일믹스 1kg×2봉,16개 구매
3314,아이스 3종과일믹스 1kg×3봉,
3315,아이스 3종과일믹스 1kg×4봉,
3316,아이스 3종과일믹스 1kg×5봉,
3317,아이스 망고다이스 1kg×1봉,13개 구매
3318,아이스 망고다이스 1kg×2봉,
3319,아이스 망고다이스 1kg×3봉,
3320,아이스 망고다이스 1kg×4봉,
3321,아이스 망고다이스 1kg×5봉,
3322,[산지직송] 스테비아 대추방울토마토 500g 2팩,333개 구매
3323,아이버블티 블랙 타피오카펄 1kg 5분완성,21개 구매
3324,스테비아토마토 1+1(500g*2팩)(건강하고 달콤한 방울토마토),52개 구매
3325,[후레쉬망고] 천연간식 달콤한 아이스망고바 50개,31개 구매
3326,전남 담양 김상식님의 유기농 컬러 대추방울토마토 5kg,
3327,전남 담양 김상식님의 유기농 컬러 대추방울토마토 3kg,
3328,[착한식탁] 정품 부사 사과 5kg 중대과,13개 구매
3329,[착한식탁] 정품 부사 사과 8kg 중대과,
3330,[착한식탁]스테비아 대추방울토마토 500g (500g*1팩),51개 구매
3331,[착한식탁]스테비아 대추방울토마토 1kg (500g*2팩),52개 구매
3332,[착한식탁]스테비아 대추방울토마토 1.5kg (500g*3팩),22개 구매
3333,[착한식탁]스테비아 대추방울토마토 2kg (500g*4팩),32개 구매
3334,[착한식탁]스테비아 대추방울토마토 2.5kg (500g*5팩),
3335,[착한식탁]스테비아 대추방울토마토 3kg (500g*6팩),
3336,[착한식탁]스테비아 대추방울토마토 3.5kg (500g*7팩),
3337,[착한식탁]스테비아 대추방울토마토 4kg (500g*8팩),
3338,[착한식탁]스테비아 토망고 단마토 샤인마토 찰토마토 1kg (1kg*1팩),16개 구매
3339,[착한식탁]스테비아 토망고 단마토 샤인마토 찰토마토 2kg(1kg*2팩),28개 구매
3340,[착한식탁]스테비아 토망고 단마토 샤인마토 찰토마토 3kg(1kg*3팩),
3341,[착한식탁]스테비아 토망고 단마토 샤인마토 찰토마토 4kg(1kg*4팩),
3342,아임요 동결건조 과일 오렌지30g,
3343,아임요 동결건조 과일 레몬20g,
3344,말린사과 건조사과 사과칩 애플칩 건조 말린 과일 칩 음용수 식수대용,18개 구매
3345,[착한식탁]가정용 부사 사과 10kg 꼬마소과,10개 구매
3346,[착한식탁]가정용 부사 사과 3kg 중대과,147개 구매
3347,[착한식탁]가정용 부사 사과 3kg 꼬마소과,223개 구매
3348,[착한식탁]가정용 부사 사과 8kg 소과,56개 구매
3349,[착한식탁]가정용 부사 사과 2kg 꼬마소과,73개 구매
3350,[착한식탁]주스용 부시 사과 4.5kg 랜덤과,113개 구매
3351,자몽칩 건 자몽 차 물 말린 건조 과일 칩,40개 구매
3352,오렌지칩 건조 말린 오렌지 차 건 과일 칩 말린과일,31개 구매
3353,레몬칩 건조 말린 레몬 물 건과일 건조 과일 워터,50개 구매
3354,라임칩 말린 건 라임 물 건조과일 건과일,11개 구매
3355,[생활앤] 냉동 트리플베리 1.3kg x 3팩,35개 구매
3356,[생활앤] 냉동 트리플베리 1.3kg x 1팩,35개 구매
3357,[생활앤] 냉동 망고 1kg x 3팩,26개 구매
3358,[생활앤] 냉동 망고 1kg x 1팩,21개 구매
3359,[생활앤] 냉동 블루베리 1kg x 3팩,31개 구매
3360,[생활앤] 냉동 블루베리 1kg x 1팩,27개 구매
3361,[산지직송] 정성담은 나주 신고배 선물세트3호 4.5kg10과내외,
3362,[산지직송] 정성담은 나주 신고배 선물세트2호 7.5kg,
3363,[산지직송] 정성담은 나주 신고배 선물세트1호 7.5kg(10과내,
3364,[산지직송] 정성담은 명품 나주배 선물세트 4kg (8과내),
3365,[산지직송] 정성담은 나주배 선물세트 4kg [배9과내외],
3366,[산지직송] 정성담은 사과선물세트 4kg (15과내외),
3367,[산지직송] 정성담은 명품 사과 선물세트 3kg(9과내외),
3368,[산지직송] 정성담은 사과선물세트 3kg (12과내외),
3369,[푸른들] 정성담은 VIP 과일혼합선물세트 4kg[사과5과+나주배3과],
3370,[산지직송] 정성담은 명품 과일선물세트 7kg [사과9과내+나주배8과내],
3371,[산지직송] 정성담은 과일선물세트 7kg [사과12과내외+나주배9과내외],
3372,[산지직송] 정성담은 팔각 나주배 선물세트 7kg내외/ 배12과,
3373,[산지직송] 정성담은 팔각 과일혼합선물세트 5kg내외 [사과6과+나주배6과],
3374,(민수팜)새벽수확 신선하고 맛있는 수박 4kg이상,59개 구매
3375,(민수팜)산지직송 새벽수확 신선한 수박 3kg이상,75개 구매
3376,[맛다름] 제스프리 제주 골드키위 5.6kg내외/BOX 58입내,
3377,[맛다름] 제스프리 제주 골드키위 3kg내외 22~24입내 (개당 90g~100g내외),18개 구매
3378,[특점보] [제주] 제스프리 골드키위 3kg/box 20~22입내(개당180~150g내외),
3379,[특점보] [제주] 제스프리 골드키위 5.8kg/box 37~41입내(개당180~150g),18개 구매
3380,[해남직송]군고구마말랭이 60g 15봉,
3381,[해남직송]군고구마말랭이 60g 10봉,
3382,청도 아이스홍시 개별포장(껍질제거) 100g x 24개,
3383,청도 아이스홍시 개별포장(껍질제거) 100g x 12개,12개 구매
3384,청도 아이스홍시 개별포장(껍질제거) 60g x 48개,
3385,청도 아이스홍시 개별포장(껍질제거) 60g x 24개,
3386,청도 아이스홍시 개별포장(껍질제거) 42g x 48개,
3387,청도 아이스홍시 개별포장(껍질제거) 42g x 24개,28개 구매
3388,[부여직송]굿뜨래 햇 알밤 2kg(특),10개 구매
3389,[부여직송]굿뜨래 햇 알밤 2kg(대),
3390,[뉴뜨레]냉동 망고다이스 1kg 3개,74개 구매
3391,[뉴뜨레]냉동 애플망고 다이스 1kg 3개,128개 구매
3392,[맛다름][필리핀]고당도 바나나 6kg내외 1박스 (4~5수)_아이스박스,51개 구매
3393,[후레쉬망고]열대과일의 여왕! 필리핀 후레쉬 망고 5kg(24과),
3394,[후레쉬망고]열대과일의 여왕! 필리핀 후레쉬 망고 5kg(16과),
3395,[후레쉬망고]열대과일의 여왕! 필리핀 후레쉬 망고 2.5kg(12과),
3396,[후레쉬망고]열대과일의 여왕! 필리핀 후레쉬 망고 2.5kg(10과),
3397,[후레쉬망고]열대과일의 여왕! 필리핀 후레쉬 망고 1.5kg(6과),
3398,열대과일의 여왕! 필리핀 후레쉬 망고 5kg(24과),
3399,[선물세트] 열대과일의 여왕! 필리핀 후레쉬 망고 5kg(20과),
3400,[맛다름][필리핀]고당도 바나나 6kg내외 1박스 (3~4수)_아이스박스,
3401,[맛다름][필리핀] 바나나 13.5kg내외 8수/box,62개 구매
3402,[맛다름][필리핀] 바나나 13.5kg내외 6수/box,31개 구매
3403,[선물세트] 열대과일의 여왕! 필리핀 후레쉬 망고 5kg(16과),11개 구매
3404,[선물세트] 열대과일의 여왕! 필리핀 후레쉬 망고 3kg(12과),4(2건)
3405,[후레쉬망고][선물세트]열대과일의 여왕! 필리핀 후레쉬 망고 1.5kg(6과),
3406,[선물세트]열대과일의 여왕! 필리핀 후레쉬 망고 1.25kg(6과),
3407,23년산 천진 약단밤 생율(생률) 1kg,
3408,[가락시장][가락시장 경매][국내] 대추토마토 3kg내외(1~3번)/box,
3409,[가락시장][가락시장 경매][국내산] 주황 대추토마토 3kg내외/box,4(1건)
3410,[후레쉬망고] 열대과일의 여왕 필리핀 망고 4kg 16과/중과,
3411,[후레쉬망고] 열대과일의 여왕 필리핀 망고 4kg 16과 보자기동봉/중과,
3412,[후레쉬망고] 열대과일의 여왕 필리핀 망고 4kg 12과/대과,
3413,[세미원푸드] 망고하프컷,
3414,[산지직송][산들네] 달고 맛있는 경북 꿀맛사과 5kg 25과내외,
3415,[산지직송][산들네] 달고 맛있는 경북 꿀맛사과 5kg 22과내외,11개 구매
3416,[산지직송][산들네] 달고 맛있는 경북 꿀맛사과 3kg 15과내외,
3417,[산지직송][산들네] 23년 햇 껍질째 먹는 경북 세척사과 5kg 28과내,83개 구매
